Country Name,Country Code,Series Name,Series Code,2021 [YR2021]
Solomon Islands,SLB,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Solomon Islands,SLB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,1645213882
Solomon Islands,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,2336.968134
Solomon Islands,SLB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Solomon Islands,SLB,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Somalia,SOM,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,46.875
Somalia,SOM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Somalia,SOM,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Somalia,SOM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,7292721820
Somalia,SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,445.7790165
Somalia,SOM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Somalia,SOM,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
South Africa,ZAF,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,88.125
South Africa,ZAF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
South Africa,ZAF,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
South Africa,ZAF,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,4.19946E+11
South Africa,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,6994.211654
South Africa,ZAF,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,28.77000046
South Africa,ZAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
South Sudan,SSD,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,67.5
South Sudan,SSD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
South Sudan,SSD,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
South Sudan,SSD,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,NA
South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,NA
South Sudan,SSD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
South Sudan,SSD,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Spain,ESP,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,100
Spain,ESP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Spain,ESP,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Spain,ESP,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1.42528E+12
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,30115.70589
Spain,ESP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,14.77999973
Spain,ESP,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Sri Lanka,LKA,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,65.625
Sri Lanka,LKA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Sri Lanka,LKA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Sri Lanka,LKA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,84518830393
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,3814.715219
Sri Lanka,LKA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Sri Lanka,LKA,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
St. Kitts and Nevis,KNA,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,71.25
St. Kitts and Nevis,KNA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
St. Kitts and Nevis,KNA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
St. Kitts and Nevis,KNA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,976150666.7
St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,18230.13235
St. Kitts and Nevis,KNA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
St. Kitts and Nevis,KNA,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
St. Lucia,LCA,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,83.75
St. Lucia,LCA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
St. Lucia,LCA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
St. Lucia,LCA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,1764901133
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,9570.995457
St. Lucia,LCA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,19.52000046
St. Lucia,LCA,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
St. Martin (French part),MAF,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
St. Martin (French part),MAF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
St. Martin (French part),MAF,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
St. Martin (French part),MAF,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,NA
St. Martin (French part),MAF,GDP per capita (current US$),NY.GDP.PCAP.CD,NA
St. Martin (French part),MAF,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
St. Martin (French part),MAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
St. Vincent and the Grenadines,VCT,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,68.125
St. Vincent and the Grenadines,VCT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
St. Vincent and the Grenadines,VCT,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
St. Vincent and the Grenadines,VCT,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,889775243.4
St. Vincent and the Grenadines,VCT,GDP per capita (current US$),NY.GDP.PCAP.CD,7996.614002
St. Vincent and the Grenadines,VCT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
St. Vincent and the Grenadines,VCT,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Sudan,SDN,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,29.375
Sudan,SDN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Sudan,SDN,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Sudan,SDN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,34326058557
Sudan,SDN,GDP per capita (current US$),NY.GDP.PCAP.CD,764.3410034
Sudan,SDN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Sudan,SDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Suriname,SUR,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,73.75
Suriname,SUR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Suriname,SUR,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Suriname,SUR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,2862131980
Suriname,SUR,GDP per capita (current US$),NY.GDP.PCAP.CD,4836.332633
Suriname,SUR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Suriname,SUR,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Sweden,SWE,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,100
Sweden,SWE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Sweden,SWE,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Sweden,SWE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,6.27438E+11
Sweden,SWE,GDP per capita (current US$),NY.GDP.PCAP.CD,60238.98656
Sweden,SWE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.720000267
Sweden,SWE,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Switzerland,CHE,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,88.125
Switzerland,CHE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Switzerland,CHE,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Switzerland,CHE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,8.12867E+11
Switzerland,CHE,GDP per capita (current US$),NY.GDP.PCAP.CD,93457.4404
Switzerland,CHE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.099999905
Switzerland,CHE,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Syrian Arab Republic,SYR,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,40
Syrian Arab Republic,SYR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Syrian Arab Republic,SYR,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Syrian Arab Republic,SYR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,NA
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,NA
Syrian Arab Republic,SYR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Syrian Arab Republic,SYR,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Tajikistan,TJK,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,78.75
Tajikistan,TJK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Tajikistan,TJK,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Tajikistan,TJK,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,8746270636
Tajikistan,TJK,GDP per capita (current US$),NY.GDP.PCAP.CD,897.087902
Tajikistan,TJK,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Tajikistan,TJK,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Tanzania,TZA,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,81.25
Tanzania,TZA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Tanzania,TZA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Tanzania,TZA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,67775101794
Tanzania,TZA,GDP per capita (current US$),NY.GDP.PCAP.CD,1135.539673
Tanzania,TZA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Tanzania,TZA,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Thailand,THA,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,78.125
Thailand,THA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Thailand,THA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Thailand,THA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,5.05982E+11
Thailand,THA,GDP per capita (current US$),NY.GDP.PCAP.CD,7233.388858
Thailand,THA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Thailand,THA,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Timor-Leste,TLS,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,86.25
Timor-Leste,TLS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Timor-Leste,TLS,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Timor-Leste,TLS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,1959134744
Timor-Leste,TLS,GDP per capita (current US$),NY.GDP.PCAP.CD,1457.825128
Timor-Leste,TLS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Timor-Leste,TLS,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Togo,TGO,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,81.875
Togo,TGO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Togo,TGO,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Togo,TGO,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,8413200568
Togo,TGO,GDP per capita (current US$),NY.GDP.PCAP.CD,992.3284294
Togo,TGO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Togo,TGO,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Tonga,TON,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,58.75
Tonga,TON,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Tonga,TON,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Tonga,TON,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,NA
Tonga,TON,GDP per capita (current US$),NY.GDP.PCAP.CD,NA
Tonga,TON,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Tonga,TON,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Trinidad and Tobago,TTO,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,75
Trinidad and Tobago,TTO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Trinidad and Tobago,TTO,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Trinidad and Tobago,TTO,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,21391802311
Trinidad and Tobago,TTO,GDP per capita (current US$),NY.GDP.PCAP.CD,15243.12287
Trinidad and Tobago,TTO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Trinidad and Tobago,TTO,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Tunisia,TUN,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,64.375
Tunisia,TUN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Tunisia,TUN,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Tunisia,TUN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,46840042941
Tunisia,TUN,GDP per capita (current US$),NY.GDP.PCAP.CD,3924.343925
Tunisia,TUN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Tunisia,TUN,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Turkiye,TUR,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,82.5
Turkiye,TUR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Turkiye,TUR,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Turkiye,TUR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Turkiye,TUR,GDP (current US$),NY.GDP.MKTP.CD,8.15272E+11
Turkiye,TUR,GDP per capita (current US$),NY.GDP.PCAP.CD,9586.61245
Turkiye,TUR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Turkiye,TUR,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Turkmenistan,TKM,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Turkmenistan,TKM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Turkmenistan,TKM,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Turkmenistan,TKM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,NA
Turkmenistan,TKM,GDP per capita (current US$),NY.GDP.PCAP.CD,NA
Turkmenistan,TKM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Turkmenistan,TKM,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Turks and Caicos Islands,TCA,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Turks and Caicos Islands,TCA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Turks and Caicos Islands,TCA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Turks and Caicos Islands,TCA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,943269768
Turks and Caicos Islands,TCA,GDP per capita (current US$),NY.GDP.PCAP.CD,24047.05471
Turks and Caicos Islands,TCA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Turks and Caicos Islands,TCA,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Tuvalu,TUV,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Tuvalu,TUV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Tuvalu,TUV,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Tuvalu,TUV,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,63100961.54
Tuvalu,TUV,GDP per capita (current US$),NY.GDP.PCAP.CD,5291.485244
Tuvalu,TUV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Tuvalu,TUV,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Uganda,UGA,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,73.125
Uganda,UGA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Uganda,UGA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Uganda,UGA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,40434701517
Uganda,UGA,GDP per capita (current US$),NY.GDP.PCAP.CD,858.0575127
Uganda,UGA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Uganda,UGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Ukraine,UKR,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,85
